["Adam Humphries", 2553895, "WR"]
["Darius Jennings", 2553896, "WR"]
["Daniel Brown", 2553900, "TE"]
["Tyrell Williams", 2553913, "WR"]
["Kasen Williams", 2554138, "WR"]
["Ross Travis", 2554630, "TE"]
["Chris Moore", 2555209, "WR"]
["Laquon Treadwell", 2555214, "WR"]
["Leonte Carroo", 2555215, "WR"]
["Malcolm Mitchell", 2555216, "WR"]
["Danny Vitale", 2555218, "RB"]
["Daniel Lasco", 2555219, "RB"]
["Derek Watt", 2555220, "RB"]
["Devontae Booker", 2555223, "RB"]
["Ezekiel Elliott", 2555224, "RB"]
["Jonathan Williams", 2555227, "RB"]
["Kenneth Dixon", 2555229, "RB"]
["Kenyan Drake", 2555230, "RB"]
["Tyler Ervin", 2555234, "RB"]
["Carson Wentz", 2555259, "QB"]
["Dak Prescott", 2555260, "QB"]
["Jacoby Brissett", 2555261, "QB"]
["Kevin Hogan", 2555263, "QB"]
["Nick Vannett", 2555289, "TE"]
["Sterling Shepard", 2555295, "WR"]
["David Morgan", 2555306, "TE"]
["Jerell Adams", 2555311, "TE"]
["Paxton Lynch", 2555316, "QB"]
["Tajae Sharpe", 2555317, "WR"]
["Cody Core", 2555331, "WR"]
["Connor Cook", 2555332, "QB"]
["Corey Coleman", 2555333, "WR"]
["Jared Goff", 2555334, "QB"]
["Hunter Henry", 2555341, "TE"]
["Josh Doctson", 2555343, "WR"]
["Will Fuller", 2555346, "WR"]
["Braxton Miller", 2555348, "WR"]
["Aaron Burbridge", 2555362, "WR"]
["Tyler Higbee", 2555364, "TE"]
["Jordan Payton", 2555370, "WR"]
["Cody Kessler", 2555387, "QB"]
["Roberto Aguayo", 2555408, "K"]
["Trevor Davis", 2555413, "WR"]
["Austin Hooper", 2555415, "TE"]
["C.J. Prosise", 2555417, "RB"]
["Jordan Howard", 2555418, "RB"]
["Pharoh Cooper", 2555419, "WR"]
["Cardale Jones", 2555426, "QB"]
["Nate Sudfeld", 2555427, "QB"]
["Alex Collins", 2555430, "RB"]
["Andy Janovich", 2555432, "RB"]
["Paul Perkins", 2555460, "RB"]
["Wendell Smallwood", 2555461, "RB"]
["DeAndre Washington", 2555464, "RB"]
["DeMarcus Ayers", 2555465, "WR"]
["Tyler Boyd", 2555466, "WR"]
["Rashard Higgins", 2555468, "WR"]
["Ricardo Louis", 2555473, "WR"]
["Charone Peake", 2555477, "WR"]
["Demarcus Robinson", 2555478, "WR"]
["Temarrick Hemingway", 2555486, "TE"]
["Derrick Henry", 2556075, "RB"]
["Dwayne Washington", 2556118, "RB"]
["Daniel Braverman", 2556144, "WR"]
["Jakeem Grant", 2556190, "WR"]
["Tyreek Hill", 2556214, "WR"]
["Jake Rudock", 2556232, "QB"]
["Seth DeValve", 2556365, "TE"]
["Michael Thomas", 2556370, "WR"]
["Mike Thomas", 2556381, "WR"]
["Chester Rogers", 2556396, "WR"]
["Maurice Harris", 2556404, "WR"]
["Josh Ferguson", 2556411, "RB"]
["Rob Kelley", 2556414, "RB"]
["J.D. McKissic", 2556440, "RB"]
["Josh Perkins", 2556444, "TE"]
["Nick Rose", 2556450, "K"]
["Hakeem Valles", 2556453, "TE"]
["Brandon Wilds", 2556454, "RB"]
["Geronimo Allison", 2556460, "WR"]
["Robby Anderson", 2556462, "WR"]
["Stephen Anderson", 2556463, "TE"]
["Peyton Barber", 2556466, "RB"]
["Jace Billingsley", 2556473, "WR"]
["Trevone Boykin", 2556477, "QB"]
["Ben Braunecker", 2556478, "TE"]
["Joe Callahan", 2556492, "QB"]
["Alan Cross", 2556508, "RB"]
["Ed Eagan", 2556517, "WR"]
["Alex Erickson", 2556519, "WR"]
["Ka'imi Fairbairn", 2556521, "K"]
["D.J. Foster", 2556528, "RB"]
["Don Jackson", 2556563, "RB"]
["Andy Jones", 2556569, "WR"]
["Roger Lewis", 2556592, "WR"]
["Wil Lutz", 2556601, "K"]
["Tre Madden", 2556603, "RB"]
["Jalin Marshall", 2556606, "WR"]
["Tanner McEvoy", 2556612, "WR"]
["Kalif Raymond", 2556661, "WR"]
["Bryce Treggs", 2556697, "WR"]
["Cole Wick", 2556708, "TE"]
["Brandon Burks", 2556728, "RB"]
["Tommylee Lewis", 2556752, "WR"]
["Elijhaa Penny", 2556762, "RB"]
["Aldrick Rosas", 2556771, "K"]
["Hunter Sharp", 2556773, "WR"]
["Paul Turner", 2556785, "WR"]
["Kenneth Farrow", 2556801, "RB"]
["C.J. Ham", 2556803, "RB"]
